PRI,timestamp,platform_lat,platform_lon,frequency,pulse_width,aoa,df_quality
1024,2025-01-01T13:16:11Z,22.3135,25,1.896,30,-44.23,5
2890,2025-01-01T13:16:12Z,22.3137,25,1.848,98,107.64,7
2890,2025-01-01T13:16:13Z,22.3186,25,1.853,10,96.61,4
990,2025-01-01T13:16:14Z,22.32,25,1.886,30,-46.23,1
2267,2025-01-01T13:16:15Z,22.3211,25,1.847,10,43.37,9
2654,2025-01-01T13:16:16Z,22.3214,25,1.852,10,101.47,6
990,2025-01-01T13:16:17Z,22.3217,25,1.883,30,-42.13,3
1024,2025-01-01T13:16:18Z,22.3217,25,1.896,30,-43.25,2
2890,2025-01-01T13:16:19Z,22.3225,25,1.854,10,101.48,6
2084,2025-01-01T13:16:20Z,22.3229,25,1.836,10,44.38,10
2890,2025-01-01T13:16:21Z,22.3277,25,1.832,10,86.27,6
1024,2025-01-01T13:16:22Z,22.3283,25,1.887,30,-48.9,7
3444,2025-01-01T13:16:23Z,22.3298,25,1.831,98,96.2,5
3056,2025-01-01T13:16:24Z,22.3309,25,1.836,10,105.91,1
3444,2025-01-01T13:16:25Z,22.3317,25,1.845,10,50.36,9
2419,2025-01-01T13:16:26Z,22.334,25,1.832,10,94.97,4
3056,2025-01-01T13:16:27Z,22.3341,25,1.849,10,102.97,2
1054,2025-01-01T13:16:28Z,22.3363,25,1.884,30,-31,6
1024,2025-01-01T13:16:29Z,22.3369,25,1.889,30,-13.47,9
1024,2025-01-01T13:16:30Z,22.3392,25,1.883,30,-42.73,5
2654,2025-01-01T13:16:31Z,22.3394,25,1.836,10,108.06,7
1024,2025-01-01T13:16:32Z,22.3394,25,1.886,30,-57.14,8
2419,2025-01-01T13:16:33Z,22.3404,25,1.834,10,41.04,8
1054,2025-01-01T13:16:34Z,22.3411,25,1.895,30,-30.75,10
3056,2025-01-01T13:16:35Z,22.3422,25,1.852,10,95.5,5
990,2025-01-01T13:16:36Z,22.3427,25,1.892,30,-32.76,8
2267,2025-01-01T13:16:37Z,22.3448,25,1.827,10,100.85,4
990,2025-01-01T13:16:38Z,22.3463,25,1.885,30,-44.08,2
1024,2025-01-01T13:16:39Z,22.3467,25,1.896,30,-37.55,9
990,2025-01-01T13:16:40Z,22.3481,25,1.894,30,-45.22,4
990,2025-01-01T13:16:41Z,22.3483,25,1.885,30,-58.14,9
2890,2025-01-01T13:16:42Z,22.3489,25,1.837,98,91.16,9
1024,2025-01-01T13:16:43Z,22.3493,25,1.887,30,-43.12,2
2084,2025-01-01T13:16:44Z,22.351,25,1.854,10,95.26,4
2267,2025-01-01T13:16:45Z,22.3512,25,1.848,10,92.95,5
2084,2025-01-01T13:16:46Z,22.3525,25,1.829,10,105.8,1
990,2025-01-01T13:16:47Z,22.3528,25,1.886,30,-37.5,5
2267,2025-01-01T13:16:48Z,22.3539,25,1.831,10,44.16,9
2084,2025-01-01T13:16:49Z,22.3555,25,1.855,98,99.52,3
3056,2025-01-01T13:16:50Z,22.356,25,1.844,98,72.33,10
1054,2025-01-01T13:16:51Z,22.3571,25,1.893,30,-13.03,9
3056,2025-01-01T13:16:52Z,22.359,25,1.827,98,104.42,2
990,2025-01-01T13:16:53Z,22.3605,25,1.884,30,-34.88,8
2267,2025-01-01T13:16:54Z,22.3613,25,1.851,98,51.87,8
3444,2025-01-01T13:16:55Z,22.3625,25,1.84,98,86.83,7
2267,2025-01-01T13:16:56Z,22.3645,25,1.832,98,90.46,5
1024,2025-01-01T13:16:57Z,22.3659,25,1.893,30,-42.7,3
1024,2025-01-01T13:16:58Z,22.3662,25,1.895,30,-48.89,8
1024,2025-01-01T13:16:59Z,22.3671,25,1.889,30,-48.47,7
1024,2025-01-01T13:17:00Z,22.3673,25,1.888,30,-47.37,4
2084,2025-01-01T13:17:01Z,22.371,25,1.855,10,89.67,6
2267,2025-01-01T13:17:02Z,22.3717,25,1.841,10,104.51,10
2419,2025-01-01T13:17:03Z,22.3721,25,1.839,10,65.32,10
1024,2025-01-01T13:17:04Z,22.3731,25,1.883,30,-32.35,7
2419,2025-01-01T13:17:05Z,22.3733,25,1.842,98,108.17,2
3275,2025-01-01T13:17:06Z,22.3773,25,1.843,10,101.41,3
2654,2025-01-01T13:17:07Z,22.3775,25,1.829,10,102.37,6
2084,2025-01-01T13:17:08Z,22.3784,25,1.834,10,105.09,7
3056,2025-01-01T13:17:09Z,22.3806,25,1.852,10,77.28,8
1024,2025-01-01T13:17:10Z,22.3813,25,1.89,30,-19.64,8
3056,2025-01-01T13:17:11Z,22.3828,25,1.831,98,72.76,9
1054,2025-01-01T13:17:12Z,22.3846,25,1.883,30,-45.1,1
2654,2025-01-01T13:17:13Z,22.3849,25,1.854,98,99.64,3
2890,2025-01-01T13:17:14Z,22.3873,25,1.838,98,99.68,4
1054,2025-01-01T13:17:15Z,22.3901,25,1.883,30,-16.92,9
2890,2025-01-01T13:17:16Z,22.3917,25,1.827,10,105.5,1
2654,2025-01-01T13:17:17Z,22.392,25,1.851,10,104.51,2
1024,2025-01-01T13:17:18Z,22.3954,25,1.885,30,-35.32,6
1054,2025-01-01T13:17:19Z,22.3968,25,1.885,30,-43.77,2
1054,2025-01-01T13:17:20Z,22.3972,25,1.893,30,-44.99,10
2084,2025-01-01T13:17:21Z,22.3984,25,1.831,10,105.12,1
3275,2025-01-01T13:17:22Z,22.399,25,1.85,10,100.92,7
1024,2025-01-01T13:17:23Z,22.3993,25,1.886,30,-47.79,4
2890,2025-01-01T13:17:24Z,22.3994,25,1.828,10,52.28,9
1024,2025-01-01T13:17:25Z,22.3997,25,1.895,30,-40.78,5
1024,2025-01-01T13:17:26Z,22.3998,25,1.893,30,-45.31,1
3056,2025-01-01T13:17:27Z,22.4038,25,1.831,10,82.99,6
2890,2025-01-01T13:17:28Z,22.4042,25,1.847,98,64.61,10
3056,2025-01-01T13:17:29Z,22.412,25,1.841,98,88.45,9
2654,2025-01-01T13:17:30Z,22.4155,25,1.855,10,84.08,6
2419,2025-01-01T13:17:31Z,22.4217,25,1.836,98,84.18,7
2890,2025-01-01T13:17:32Z,22.422,25,1.855,98,108.48,6
2654,2025-01-01T13:17:33Z,22.4248,25,1.854,98,91.41,10
2267,2025-01-01T13:17:34Z,22.4277,25,1.852,98,102.28,7
2267,2025-01-01T13:17:35Z,22.4292,25,1.855,98,49,8
2267,2025-01-01T13:17:36Z,22.4313,25,1.838,10,106.2,1
2084,2025-01-01T13:17:37Z,22.4315,25,1.849,98,99.47,4
2654,2025-01-01T13:17:38Z,22.4322,25,1.848,10,93.35,5
1024,2025-01-01T13:17:39Z,22.4369,25,1.883,30,-50.26,8
1054,2025-01-01T13:17:40Z,22.439,25,1.896,30,-43.85,3
2084,2025-01-01T13:17:41Z,22.4405,25,1.832,10,88.98,6
3056,2025-01-01T13:17:42Z,22.4414,25,1.846,10,88.99,6
3444,2025-01-01T13:17:43Z,22.4415,25,1.853,98,97.09,5
990,2025-01-01T13:17:44Z,22.4422,25,1.887,30,-43.89,3
2084,2025-01-01T13:17:45Z,22.4425,25,1.84,98,102.51,7
3275,2025-01-01T13:17:46Z,22.4434,25,1.841,98,90.82,7
3056,2025-01-01T13:17:47Z,22.4453,25,1.833,10,100.75,3
1024,2025-01-01T13:17:48Z,22.446,25,1.896,30,-31.46,6
2890,2025-01-01T13:17:49Z,22.4465,25,1.832,98,116.07,10
2084,2025-01-01T13:17:50Z,22.4468,25,1.828,98,103.48,6
1054,2025-01-01T13:17:51Z,22.4471,25,1.884,30,-48.42,4
2084,2025-01-01T13:17:52Z,22.4498,25,1.841,10,100.83,6
2084,2025-01-01T13:17:53Z,22.4508,25,1.833,10,100.93,3
2419,2025-01-01T13:17:54Z,22.4508,25,1.843,98,95.44,5
3444,2025-01-01T13:17:55Z,22.451,25,1.838,98,49.23,9
3275,2025-01-01T13:17:56Z,22.4514,25,1.839,98,87.35,7
2267,2025-01-01T13:17:57Z,22.4525,25,1.846,10,108.08,1
3056,2025-01-01T13:17:58Z,22.4529,25,1.838,10,94.58,5
2419,2025-01-01T13:17:59Z,22.4559,25,1.827,98,86.52,7
3444,2025-01-01T13:18:00Z,22.4589,25,1.856,10,106.58,4
3275,2025-01-01T13:18:01Z,22.4591,25,1.839,98,80.27,8
2267,2025-01-01T13:18:02Z,22.4621,25,1.827,10,104.73,4
1024,2025-01-01T13:18:03Z,22.4624,25,1.892,30,-48.18,2
2084,2025-01-01T13:18:04Z,22.464,25,1.84,98,102.67,3
2267,2025-01-01T13:18:05Z,22.4641,25,1.849,98,79.45,8
2654,2025-01-01T13:18:06Z,22.465,25,1.835,98,106.8,1
1054,2025-01-01T13:18:07Z,22.4676,25,1.893,30,-40.35,8
1024,2025-01-01T13:18:08Z,22.4686,25,1.889,30,-45.77,2
3275,2025-01-01T13:18:09Z,22.4703,25,1.832,10,97.27,4
2419,2025-01-01T13:18:10Z,22.4715,25,1.841,10,102.99,3
2419,2025-01-01T13:18:11Z,22.4729,25,1.833,10,100.29,5
990,2025-01-01T13:18:12Z,22.4729,25,1.891,30,-47.83,1
990,2025-01-01T13:18:13Z,22.4733,25,1.894,30,-44.31,3
2654,2025-01-01T13:18:14Z,22.4736,25,1.849,10,54.87,9
2890,2025-01-01T13:18:15Z,22.4737,25,1.847,10,108.95,2
2654,2025-01-01T13:18:16Z,22.4739,25,1.835,10,89.51,6
3444,2025-01-01T13:18:17Z,22.4758,25,1.834,10,85.94,7
990,2025-01-01T13:18:18Z,22.4765,25,1.896,30,-41.75,5
2084,2025-01-01T13:18:19Z,22.4775,25,1.84,10,102.8,3
2267,2025-01-01T13:18:20Z,22.4798,25,1.856,10,68.44,9
3275,2025-01-01T13:18:21Z,22.4823,25,1.849,10,90.54,6
2084,2025-01-01T13:18:22Z,22.4827,25,1.853,10,95.95,5
990,2025-01-01T13:18:23Z,22.4831,25,1.891,30,-46.05,4
990,2025-01-01T13:18:24Z,22.4863,25,1.89,30,-51.77,6
990,2025-01-01T13:18:25Z,22.488,25,1.887,30,-28.39,9
2419,2025-01-01T13:18:26Z,22.4886,25,1.854,10,103.27,4
2419,2025-01-01T13:18:27Z,22.4908,25,1.843,98,106.75,1
990,2025-01-01T13:18:28Z,22.4921,25,1.883,30,-29.35,7
3444,2025-01-01T13:18:29Z,22.4933,25,1.853,10,55.08,8
2890,2025-01-01T13:18:30Z,22.4936,25,1.83,98,100.62,5
2267,2025-01-01T13:18:31Z,22.4989,25,1.834,10,51.53,9
3444,2025-01-01T13:18:32Z,22.5002,25,1.845,10,109.41,2
1024,2025-01-01T13:18:33Z,22.501,25,1.893,30,-19.42,9
1054,2025-01-01T13:18:34Z,22.5022,25,1.886,30,-33.08,7
1054,2025-01-01T13:18:35Z,22.5024,25,1.887,30,-30.38,7
2654,2025-01-01T13:18:36Z,22.5036,25,1.836,10,92.67,6
2654,2025-01-01T13:18:37Z,22.5039,25,1.829,10,108.98,1
1054,2025-01-01T13:18:38Z,22.5051,25,1.89,30,-41.22,5
990,2025-01-01T13:18:39Z,22.5056,25,1.884,30,-47.52,5
1024,2025-01-01T13:18:40Z,22.5063,25,1.893,30,-61.93,8
2890,2025-01-01T13:18:41Z,22.5072,25,1.84,10,96.33,5
1054,2025-01-01T13:18:42Z,22.5083,25,1.885,30,-48.84,2
990,2025-01-01T13:18:43Z,22.5083,25,1.895,30,-47.49,9
2654,2025-01-01T13:18:44Z,22.51,25,1.844,10,112.57,9
2654,2025-01-01T13:18:45Z,22.5103,25,1.85,98,102.02,3
990,2025-01-01T13:18:46Z,22.5129,25,1.883,30,-46.27,3
2654,2025-01-01T13:18:47Z,22.513,25,1.848,98,91.92,7
3444,2025-01-01T13:18:48Z,22.5151,25,1.83,10,109.17,2
1054,2025-01-01T13:18:49Z,22.5156,25,1.894,30,-36.85,7
3444,2025-01-01T13:18:50Z,22.517,25,1.843,98,64.1,9
1024,2025-01-01T13:18:51Z,22.5178,25,1.896,30,-22.38,8
1054,2025-01-01T13:18:52Z,22.5201,25,1.887,30,-36.01,6
990,2025-01-01T13:18:53Z,22.5209,25,1.887,30,-38.72,7
2084,2025-01-01T13:18:54Z,22.5229,25,1.841,10,44.65,9
1024,2025-01-01T13:18:55Z,22.5251,25,1.884,30,-45.59,2
990,2025-01-01T13:18:56Z,22.5265,25,1.891,30,-24.4,9
1054,2025-01-01T13:18:57Z,22.5268,25,1.893,30,-46.61,2
2419,2025-01-01T13:18:58Z,22.5278,25,1.827,10,107.72,4
990,2025-01-01T13:18:59Z,22.5288,25,1.885,30,-48.64,1
990,2025-01-01T13:19:00Z,22.5295,25,1.895,30,-47.15,2
1024,2025-01-01T13:19:01Z,22.5297,25,1.894,30,-56.84,7
3444,2025-01-01T13:19:02Z,22.5306,25,1.855,98,62.22,9
2419,2025-01-01T13:19:03Z,22.5317,25,1.836,10,108.41,6
990,2025-01-01T13:19:04Z,22.5325,25,1.886,30,-47.74,10
1054,2025-01-01T13:19:05Z,22.5348,25,1.886,30,-42.74,10
1054,2025-01-01T13:19:06Z,22.5357,25,1.89,30,-47.74,1
1054,2025-01-01T13:19:07Z,22.536,25,1.894,30,-25,9
3444,2025-01-01T13:19:08Z,22.537,25,1.846,10,109.05,1
2084,2025-01-01T13:19:09Z,22.5389,25,1.844,10,101.27,10
2267,2025-01-01T13:19:10Z,22.5394,25,1.83,10,105.83,7
3275,2025-01-01T13:19:11Z,22.542,25,1.853,98,106.77,6
3275,2025-01-01T13:19:12Z,22.5438,25,1.839,98,92.4,6
3275,2025-01-01T13:19:13Z,22.5445,25,1.847,98,107.18,2
3056,2025-01-01T13:19:14Z,22.5457,25,1.836,98,107.2,2
1054,2025-01-01T13:19:15Z,22.548,25,1.886,30,-45.05,4
2654,2025-01-01T13:19:16Z,22.5499,25,1.837,10,90.84,9
1054,2025-01-01T13:19:17Z,22.5514,25,1.895,30,-48.9,4
3275,2025-01-01T13:19:18Z,22.5529,25,1.847,10,88.04,6
1054,2025-01-01T13:19:19Z,22.5543,25,1.884,30,-36.76,8
1054,2025-01-01T13:19:20Z,22.5578,25,1.888,30,-49.94,4
2267,2025-01-01T13:19:21Z,22.5586,25,1.83,98,111.53,6
990,2025-01-01T13:19:22Z,22.5591,25,1.884,30,-45.21,9
2267,2025-01-01T13:19:23Z,22.5596,25,1.853,98,108.25,4
1054,2025-01-01T13:19:24Z,22.5601,25,1.89,30,-24.84,8
3275,2025-01-01T13:19:25Z,22.5602,25,1.836,10,103.46,7
3275,2025-01-01T13:19:26Z,22.5608,25,1.847,98,104.77,10
2084,2025-01-01T13:19:27Z,22.5672,25,1.828,10,52.84,9
3056,2025-01-01T13:19:28Z,22.5678,25,1.851,10,63.04,8
2654,2025-01-01T13:19:29Z,22.5687,25,1.831,98,92.79,7
2419,2025-01-01T13:19:30Z,22.5694,25,1.831,98,103.6,7
990,2025-01-01T13:19:31Z,22.5725,25,1.888,30,-51.1,4
2890,2025-01-01T13:19:32Z,22.5731,25,1.845,98,110.17,1
990,2025-01-01T13:19:33Z,22.5737,25,1.889,30,-42.48,9
3444,2025-01-01T13:19:34Z,22.5753,25,1.836,98,63.15,8
1024,2025-01-01T13:19:35Z,22.5759,25,1.888,30,-48.45,6
3444,2025-01-01T13:19:36Z,22.5783,25,1.854,98,108.26,1
1024,2025-01-01T13:19:37Z,22.5783,25,1.887,30,-45.57,3
1054,2025-01-01T13:19:38Z,22.5785,25,1.892,30,-47.38,4
1054,2025-01-01T13:19:39Z,22.5798,25,1.883,30,-41.94,8
3444,2025-01-01T13:19:40Z,22.5803,25,1.838,98,110.3,2
2419,2025-01-01T13:19:41Z,22.5814,25,1.835,10,95.69,5
990,2025-01-01T13:19:42Z,22.5835,25,1.894,30,-48.56,5
1024,2025-01-01T13:19:43Z,22.5836,25,1.891,30,-47.95,1
3444,2025-01-01T13:19:44Z,22.5839,25,1.837,10,93.92,5
3444,2025-01-01T13:19:45Z,22.5846,25,1.831,10,89.86,9
990,2025-01-01T13:19:46Z,22.5855,25,1.893,30,-30.58,7
2267,2025-01-01T13:19:47Z,22.5868,25,1.853,98,94.87,5
2419,2025-01-01T13:19:48Z,22.5876,25,1.836,10,103,4
1024,2025-01-01T13:19:49Z,22.5928,25,1.89,30,-47.49,3
2890,2025-01-01T13:19:50Z,22.5932,25,1.827,98,108.52,2
1054,2025-01-01T13:19:51Z,22.5945,25,1.892,30,-38.81,7
1024,2025-01-01T13:19:52Z,22.5948,25,1.893,30,-59.3,10
990,2025-01-01T13:19:53Z,22.5962,25,1.895,30,-43.33,5
1054,2025-01-01T13:19:54Z,22.5973,25,1.891,30,-14.08,8
990,2025-01-01T13:19:55Z,22.6021,25,1.886,30,-17.66,9
2890,2025-01-01T13:19:56Z,22.6027,25,1.845,10,114.01,10
2654,2025-01-01T13:19:57Z,22.603,25,1.84,10,110.69,1
3444,2025-01-01T13:19:58Z,22.6031,25,1.845,98,104.96,3
2267,2025-01-01T13:19:59Z,22.6059,25,1.83,98,101.4,4
2654,2025-01-01T13:20:00Z,22.6064,25,1.852,98,75,10
3056,2025-01-01T13:20:01Z,22.6076,25,1.828,10,91.54,8
3444,2025-01-01T13:20:02Z,22.608,25,1.839,98,101.42,9
1024,2025-01-01T13:20:03Z,22.6086,25,1.89,30,-47.1,5
3056,2025-01-01T13:20:04Z,22.609,25,1.837,98,105.25,3
2890,2025-01-01T13:20:05Z,22.6109,25,1.854,10,110.32,1
2419,2025-01-01T13:20:06Z,22.6121,25,1.829,98,94.36,5
2654,2025-01-01T13:20:07Z,22.6128,25,1.856,10,108.35,2
1054,2025-01-01T13:20:08Z,22.6132,25,1.887,30,-49.9,1
990,2025-01-01T13:20:09Z,22.6144,25,1.894,30,-49.92,1
3444,2025-01-01T13:20:10Z,22.6146,25,1.847,98,76.13,8
990,2025-01-01T13:20:11Z,22.6172,25,1.883,30,-49.02,5
3275,2025-01-01T13:20:12Z,22.618,25,1.855,10,89.95,6
3275,2025-01-01T13:20:13Z,22.6192,25,1.854,10,104.77,9
2654,2025-01-01T13:20:14Z,22.6207,25,1.832,98,110.49,1
990,2025-01-01T13:20:15Z,22.6211,25,1.888,30,-32.87,6
1024,2025-01-01T13:20:16Z,22.6222,25,1.884,30,-58.08,6
990,2025-01-01T13:20:17Z,22.6222,25,1.895,30,-49.08,6
2890,2025-01-01T13:20:18Z,22.6239,25,1.85,10,45.02,8
3056,2025-01-01T13:20:19Z,22.6241,25,1.834,98,103.24,10
2890,2025-01-01T13:20:20Z,22.6245,25,1.842,10,111.55,2
990,2025-01-01T13:20:21Z,22.6275,25,1.889,30,-48.62,1
990,2025-01-01T13:20:22Z,22.6275,25,1.883,30,-49.43,8
2890,2025-01-01T13:20:23Z,22.6289,25,1.854,98,104.9,8
2890,2025-01-01T13:20:24Z,22.6326,25,1.835,98,59.63,10
2267,2025-01-01T13:20:25Z,22.6357,25,1.838,98,72.19,10
1054,2025-01-01T13:20:26Z,22.6357,25,1.895,30,-56.47,7
2890,2025-01-01T13:20:27Z,22.6361,25,1.848,10,109.25,1
1054,2025-01-01T13:20:28Z,22.6365,25,1.894,30,-43.88,5
990,2025-01-01T13:20:29Z,22.6365,25,1.885,30,-27.01,10
3056,2025-01-01T13:20:30Z,22.642,25,1.838,10,108.85,2
3444,2025-01-01T13:20:31Z,22.643,25,1.843,98,54.82,9
1054,2025-01-01T13:20:32Z,22.644,25,1.885,30,-48.14,3
2267,2025-01-01T13:20:33Z,22.6458,25,1.854,10,97.57,5
2890,2025-01-01T13:20:34Z,22.646,25,1.842,10,101.93,9
990,2025-01-01T13:20:35Z,22.6473,25,1.893,30,-46.76,3
2419,2025-01-01T13:20:36Z,22.6493,25,1.832,10,109.47,2
990,2025-01-01T13:20:37Z,22.6509,25,1.891,30,-48.58,5
1054,2025-01-01T13:20:38Z,22.651,25,1.89,30,-51.48,2
1054,2025-01-01T13:20:39Z,22.651,25,1.894,30,-50.98,1
2084,2025-01-01T13:20:40Z,22.6537,25,1.852,98,113.05,2
1054,2025-01-01T13:20:41Z,22.654,25,1.894,30,-51.03,1
1054,2025-01-01T13:20:42Z,22.6556,25,1.889,30,-22.44,8
990,2025-01-01T13:20:43Z,22.6561,25,1.896,30,-52.06,2
1054,2025-01-01T13:20:44Z,22.6613,25,1.894,30,-47.83,5
2084,2025-01-01T13:20:45Z,22.6647,25,1.83,10,109,4
990,2025-01-01T13:20:46Z,22.6651,25,1.891,30,-49.59,4
1024,2025-01-01T13:20:47Z,22.6664,25,1.884,30,-52.22,2
2654,2025-01-01T13:20:48Z,22.6669,25,1.83,10,103.33,4
3056,2025-01-01T13:20:49Z,22.6677,25,1.851,98,110.28,1
2267,2025-01-01T13:20:50Z,22.6681,25,1.842,98,95.05,8
2654,2025-01-01T13:20:51Z,22.6693,25,1.844,98,88.03,7
990,2025-01-01T13:20:52Z,22.6693,25,1.89,30,-48.26,2
2654,2025-01-01T13:20:53Z,22.6732,25,1.853,98,108.38,2
990,2025-01-01T13:20:54Z,22.6733,25,1.885,30,-48.57,3
2267,2025-01-01T13:20:55Z,22.6754,25,1.833,98,113.41,2
990,2025-01-01T13:20:56Z,22.6758,25,1.892,30,-46.9,4
1024,2025-01-01T13:20:57Z,22.6776,25,1.883,30,-34.56,7
1054,2025-01-01T13:20:58Z,22.6784,25,1.89,30,-18.84,9
3275,2025-01-01T13:20:59Z,22.6785,25,1.854,10,82.77,10
1054,2025-01-01T13:21:00Z,22.6839,25,1.886,30,-44.17,4
3444,2025-01-01T13:21:01Z,22.6874,25,1.835,98,94.6,6
990,2025-01-01T13:21:02Z,22.6884,25,1.891,30,-51.84,4
2267,2025-01-01T13:21:03Z,22.6885,25,1.848,10,92.82,7
3056,2025-01-01T13:21:04Z,22.6897,25,1.827,10,104.54,5
2890,2025-01-01T13:21:05Z,22.6926,25,1.841,10,93.78,7
3056,2025-01-01T13:21:06Z,22.6928,25,1.844,98,95.58,6
1054,2025-01-01T13:21:07Z,22.6932,25,1.889,30,-50.08,5
2654,2025-01-01T13:21:08Z,22.6936,25,1.852,98,109.72,2
2084,2025-01-01T13:21:09Z,22.694,25,1.836,98,80.54,9
1054,2025-01-01T13:21:10Z,22.6943,25,1.888,30,-47.46,3
1054,2025-01-01T13:21:11Z,22.6946,25,1.889,30,-51.16,1
2419,2025-01-01T13:21:12Z,22.6965,25,1.836,10,91.14,6
2890,2025-01-01T13:21:13Z,22.6972,25,1.851,10,45.14,10
2084,2025-01-01T13:21:14Z,22.6979,25,1.828,10,45.65,8
990,2025-01-01T13:21:15Z,22.6999,25,1.884,30,-55.57,7
1024,2025-01-01T13:21:16Z,22.7002,25,1.887,30,-47.26,3
1024,2025-01-01T13:21:17Z,22.7002,25,1.891,30,-33.08,6
1024,2025-01-01T13:21:18Z,22.7009,25,1.896,30,-46.59,5
1054,2025-01-01T13:21:19Z,22.7017,25,1.896,30,-25.42,10
2419,2025-01-01T13:21:20Z,22.7021,25,1.832,10,113.72,7
2890,2025-01-01T13:21:21Z,22.7021,25,1.853,98,112.36,2
990,2025-01-01T13:21:22Z,22.703,25,1.893,30,-21.56,8
2419,2025-01-01T13:21:23Z,22.7056,25,1.852,98,106.8,4
990,2025-01-01T13:21:24Z,22.7065,25,1.884,30,-15.43,9
3444,2025-01-01T13:21:25Z,22.7071,25,1.853,10,74.76,8
2419,2025-01-01T13:21:26Z,22.7072,25,1.856,10,98.5,5
1024,2025-01-01T13:21:27Z,22.7107,25,1.894,30,-59.93,10
3444,2025-01-01T13:21:28Z,22.7123,25,1.85,98,66.77,9
2419,2025-01-01T13:21:29Z,22.7127,25,1.848,10,104.88,6
3444,2025-01-01T13:21:30Z,22.714,25,1.855,10,114.06,2
990,2025-01-01T13:21:31Z,22.7142,25,1.894,30,-21.58,10
3444,2025-01-01T13:21:32Z,22.7143,25,1.856,10,112.06,1
1024,2025-01-01T13:21:33Z,22.7174,25,1.884,30,-49.42,3
2654,2025-01-01T13:21:34Z,22.719,25,1.853,10,74.91,10
1024,2025-01-01T13:21:35Z,22.7229,25,1.893,30,-51.4,7
990,2025-01-01T13:21:36Z,22.7232,25,1.893,30,-52.36,4
2890,2025-01-01T13:21:37Z,22.7267,25,1.83,10,105.52,3
2654,2025-01-01T13:21:38Z,22.7286,25,1.836,10,105.26,3
2419,2025-01-01T13:21:39Z,22.7301,25,1.842,10,95.78,8
990,2025-01-01T13:21:40Z,22.7301,25,1.887,30,-47.72,3
990,2025-01-01T13:21:41Z,22.7319,25,1.892,30,-58.6,10
1054,2025-01-01T13:21:42Z,22.7323,25,1.89,30,-37.13,9
1024,2025-01-01T13:21:43Z,22.7358,25,1.886,30,-17.59,10
1054,2025-01-01T13:21:44Z,22.7363,25,1.893,30,-48.19,3
2890,2025-01-01T13:21:45Z,22.7374,25,1.838,98,94.45,6
2267,2025-01-01T13:21:46Z,22.7384,25,1.852,10,110.96,1
3056,2025-01-01T13:21:47Z,22.7411,25,1.848,98,61.61,9
3056,2025-01-01T13:21:48Z,22.7416,25,1.835,10,113.02,1
3444,2025-01-01T13:21:49Z,22.7463,25,1.829,98,121.59,8
990,2025-01-01T13:21:50Z,22.7486,25,1.895,30,-53.02,2
3275,2025-01-01T13:21:51Z,22.7493,25,1.844,98,80.23,10
990,2025-01-01T13:21:52Z,22.7493,25,1.888,30,-40.08,6
990,2025-01-01T13:21:53Z,22.7504,25,1.89,30,-52.05,1
3056,2025-01-01T13:21:54Z,22.7508,25,1.837,98,108.94,9
3444,2025-01-01T13:21:55Z,22.751,25,1.833,98,105.46,5
2890,2025-01-01T13:21:56Z,22.7526,25,1.844,10,52.32,8
990,2025-01-01T13:21:57Z,22.7539,25,1.888,30,-38.31,8
990,2025-01-01T13:21:58Z,22.7553,25,1.889,30,-49.17,5
3444,2025-01-01T13:21:59Z,22.7564,25,1.84,10,66.13,9
3056,2025-01-01T13:22:00Z,22.7568,25,1.835,10,55.36,8
2419,2025-01-01T13:22:01Z,22.7594,25,1.831,98,105.75,3
3056,2025-01-01T13:22:02Z,22.7605,25,1.83,98,107.66,4
2654,2025-01-01T13:22:03Z,22.7618,25,1.853,10,108.28,9
3056,2025-01-01T13:22:04Z,22.763,25,1.843,10,103.9,4
2267,2025-01-01T13:22:05Z,22.7635,25,1.846,10,111.38,2
990,2025-01-01T13:22:06Z,22.764,25,1.887,30,-53.27,2
990,2025-01-01T13:22:07Z,22.7667,25,1.896,30,-36.74,7
990,2025-01-01T13:22:08Z,22.7676,25,1.885,30,-20.18,9
2654,2025-01-01T13:22:09Z,22.7677,25,1.83,98,88.6,6
1054,2025-01-01T13:22:10Z,22.7695,25,1.888,30,-60.18,7
2654,2025-01-01T13:22:11Z,22.77,25,1.829,10,110.99,2
2267,2025-01-01T13:22:12Z,22.7702,25,1.849,10,107.82,4
1054,2025-01-01T13:22:13Z,22.7725,25,1.886,30,-20.35,10
2654,2025-01-01T13:22:14Z,22.7748,25,1.851,98,104.91,5
2084,2025-01-01T13:22:15Z,22.7766,25,1.841,98,66.8,8
2267,2025-01-01T13:22:16Z,22.777,25,1.828,10,111.6,1
2654,2025-01-01T13:22:17Z,22.7804,25,1.856,10,93.29,7
990,2025-01-01T13:22:18Z,22.7828,25,1.884,30,-50.47,5
1024,2025-01-01T13:22:19Z,22.7839,25,1.886,30,-48.83,3
990,2025-01-01T13:22:20Z,22.7873,25,1.893,30,-22.51,10
3275,2025-01-01T13:22:21Z,22.7882,25,1.842,10,63.55,10
3275,2025-01-01T13:22:22Z,22.7884,25,1.853,10,47.89,8
3056,2025-01-01T13:22:23Z,22.7889,25,1.834,10,47.9,10
2654,2025-01-01T13:22:24Z,22.7901,25,1.846,98,107.75,3
990,2025-01-01T13:22:25Z,22.7906,25,1.895,30,-34.39,6
2267,2025-01-01T13:22:26Z,22.7921,25,1.855,98,106.26,4
